Sentiment,SourceID,Tweet
FALSE,6.75E+17,el chapo threatens isis URL URL
TRUE,5.25E+17,breaking news: at least 3 shots fired at ottawa war memorial. one soldier confirmed shot - URL URL
unverified,7.49E+17,what's the no. 1 killer of americans? these rankings have changed little over the years URL URL
TRUE,5.44E+17,"this is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice URL"
TRUE,6.15E+17,white house lit in rainbow colors after high court's gay marriage ruling (with photo) URL
FALSE,6.30E+17,chick-fil-a to open on sundays URL
non-rumor,6.93E+17,3-legged dog expected to survive after getting shot while scaring off armed robbers. URL URL
FALSE,6.27E+17,this is how people in china are riding escalators after a horrific accident URL URL
FALSE,6.73E+17,farook family attorney says brothers in the family never saw tashfeen malik's face because she always wore a burka. URL
FALSE,6.74E+17,72 dhs employees on terrorist watch list URL
FALSE,6.47E+17,new cnn democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2
FALSE,6.41E+17,"happy ""$15 minimum wage"" labor day from mcdonalds URL"
unverified,7.27E+17,target's stock has taken a $2.5 billion hit over its insistence on insulting regular customers URL
FALSE,6.66E+17,muslim security guard stopped bomber from entering the stadium during #parisattacks URL #zouheir URL
FALSE,6.21E+17,nasa confirms earth will experience 15 days of complete darkness in november 2015 - URL URL
FALSE,6.74E+17,72 dhs employees on terrorist watch list URL via @kredo0 URL
TRUE,5.44E+17,"developing: gunman takes hostages in sydney cafe, 'isis' flags being held against window - URL URL"
non-rumor,6.92E+17,here's why @potus is taking steps to ban solitary confinement for low-level infractions: URL URL
unverified,6.51E+17,black people can be so stubborn to change.... #5pbagcharge URL
FALSE,6.75E+17,"mexican drug kingpin 'el chapo' reportedly threatens to destroy isis ""p*ssies."" URL URL"
FALSE,6.68E+17,"according to anonymous, the next isis target is a wwe event in atlanta. URL URL"
FALSE,6.05E+17,"the kissing islands, greenland. URL"
non-rumor,6.83E+17,turkey's president says all he wants is same powers as hitler URL URL
non-rumor,6.89E+17,today’s progress...these things are a reminder of what we can achieve when we lead with strength and wisdom. —@potus on progress with iran
non-rumor,6.93E+17,4 miners now rescued from mine in china's shandong after 36 days underground - state media URL URL
TRUE,5.25E+17,#breaking rick hughes at cbc hamilton: the soldier who was shot in ottawa wednesday morning is a reservist serving in hamilton
non-rumor,6.94E+17,"ooh, baby! dickie v loved this reverse dunk by ben simmons. lsu's up double-digits on no. 1 oklahoma: URL"
non-rumor,6.92E+17,actor abe vigoda has died at 94 URL URL
FALSE,6.28E+17,this is how people in china are riding escalators after a horrific accident URL URL
non-rumor,6.93E+17,mook spooked: hillary manager predicts trump will win presidency if nominated!
TRUE,6.15E+17,white house lit in rainbow colors after today's historic supreme court ruling #scotusmarriage URL
non-rumor,6.93E+17,"zika virus ""spreading explosively"" around the americas, who director-general says. URL"
TRUE,6.15E+17,the @whitehouse is lit up like a rainbow! #lovewins URL
non-rumor,6.90E+17,happy #nationalhugday! URL
FALSE,6.58E+17,4 legged chickens: fda confiscates several thousand chickens from kfc farms as mutations worsen URL
unverified,6.77E+17,"isis has been killing babies afflicted with down syndrome and other disabilities, activists claim URL"
FALSE,6.52E+17,"donald trump's capture, dead or alive, is reportedly worth $100 million to el chapo. URL URL"
TRUE,6.81E+17,katy perry -- makes holiday wish come true for burn victim URL
FALSE,6.53E+17,.@realdonaldtrump: what's the secret of my popularity? my looks. i'm very handsome. URL URL
TRUE,5.44E+17,tv channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. URL URL
non-rumor,6.87E+17,"the oregon militia idiots would like you to stop mailing them dildos, please URL URL"
FALSE,6.47E+17,"poll: @hillaryclinton trails @berniesanders in new hampshire, even without @vp in the race URL URL"
unverified,7.26E+17,"target boycott crosses 1 million signers, stock sinks by $1.5 billion - breitbart URL"
non-rumor,6.92E+17,"former conservative minister lord cecil parkinson dies aged 84, after suffering from cancer, his family says URL"
TRUE,5.25E+17,watch video showing gunfire inside canada's parliament in ottawa URL URL
non-rumor,6.88E+17,"kosovo war crimes court to be set up in the hague, dutch government says URL"
unverified,7.07E+17,no one is surprised by this.of course obama is skipping nancy reagan's funeral.dignity isn't his strongest attribute URL
non-rumor,6.92E+17,adorable but frightened sloth rescued from side of highway in ecuador URL URL
non-rumor,6.93E+17,report: las vegas sands to propose $1 billion domed stadium to possibly draw nfl franchise - fox5 las vegas URL
FALSE,6.67E+17,son of a syrian refugee URL URL
FALSE,6.64E+17,michelle obama says ‘white folks’ are what’s wrong with america URL no michelle you are whats wrong with america
FALSE,6.43E+17,and so it begins…isis flag among refugees in germany fighting the police [pictures] URL URL
non-rumor,6.90E+17,"7 years ago, @potus bet big on rescuing the american auto industry. here's how it paid off: URL URL"
FALSE,6.57E+17,"the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL"
FALSE,6.74E+17,who said it: donald trump or adolf hitler? URL URL
unverified,7.16E+17,it seems @berniesanders has won back nevada! don't let @clarkcountynv dems rig it against @sensanders! #feelthebern URL
FALSE,6.72E+17,ever wonder why the most mass shootings ever have happened under obama? URL via @rebootliberty URL
FALSE,6.00E+17,nasa recently released imagery showing the deforestation of america …in just 34 years. URL
non-rumor,6.93E+17,nation's dog owners demand to know who's a good boy URL URL
unverified,7.17E+17,"this is kenny, the tiger with down syndrome. this proves you don't have to perfect to be beautiful ❤️ URL"
non-rumor,7.66E+17,".@greysabc season 13 will focus on the ""originals"" URL #greysanatomy URL"
FALSE,6.41E+17,#imachristianbut i wish chick-fil-a was open on sundays.
unverified,6.52E+17,surprising number of vegetarians secretly eat meat URL URL
unverified,7.78E+17,all living ex-presidents warn against donald trump URL URL
TRUE,5.54E+17,police have surrounded this building where the suspected #charliehebdo attackers are holed-up URL URL
non-rumor,7.63E+17,"if you could compete in any olympic event, what would you choose? —@potus asks @flotus: URL URL"
TRUE,6.15E+17,the @whitehouse is lit up in a rainbow #lovewins URL
TRUE,5.80E+17,"just in: germanwings plane crashes in southern france, up to 150 feared dead URL"
FALSE,6.35E+17,translucent butterfly URL
FALSE,6.74E+17,".@presssec: @realdonaldtrump muslim comment ""disqualifies"" him from presidency URL URL"
FALSE,6.13E+17,"the kissing islands, greenland. URL"
unverified,7.44E+17,"obama cuts military pay for third year in a row, while pushing for $15 min. wage for burger flippers: URL"
non-rumor,6.93E+17,"beck on david bowie: ""he’s always been a guidepost for me"" URL URL"
non-rumor,6.93E+17,lego’s first-ever figurine in a wheelchair is prompting ‘genuine tears of joy’ URL
unverified,7.16E+17,international criminal george soros & his boi @davidbrockdc are sooo busted #fauxprotests #ringers @realdonaldtrump URL
TRUE,5.25E+17,here's that dramatic video via @josh_wingrove of shots fired inside parliament building: URL #ottawa #shooting
unverified,7.27E+17,. @target stock plunges in early days of @americanfamassc boycott. URL
FALSE,6.56E+17,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
TRUE,5.44E+17,live updates: siege in sydney cafe URL
non-rumor,6.94E+17,icymi: somehow lebron came out in shorts that didn't match the rest of his team ... so he had to change mid-quarter. URL
unverified,6.59E+17,human dna found in hot dogs - and 10% of vegetarian sausages contain meat URL URL
FALSE,6.18E+17,girl killed in her sleep from wearing earbuds while iphone was charging - URL URL
non-rumor,6.94E+17,clinton ominously tells iowan supporters to mark front doors with campaign logo before sundown URL
non-rumor,6.92E+17,will you watch thursday’s #gopdebate if @realdonaldtrump is not on stage? URL
FALSE,6.62E+17,"rt @operation_kkk: official #opkkk #hoodsoff 2015 data release URL with love, anonymous . URL"
TRUE,6.15E+17,"if they can light up the white house like a rainbow for gay pride, it sure as hell better be red, white & blue for independence day. merica."
unverified,7.64E+17,dear #msm bob beckel calling for assassination of #julianassange URL @ericbolling URL
non-rumor,7.67E+17,"us swimmer jimmy feigen to pay $11,000 to charity as part of deal to settle brazil robbery dispute - us media URL"
TRUE,6.76E+17,"north carolina town rejects solar panels for sucking ""up all the energy from the sun.” URL URL"
non-rumor,6.93E+17,elvis presley made his tv debut 60 years ago today. look back at his history on the tube URL URL
TRUE,6.42E+17,#wakeupamerica heads need to roll! school forcing non-muslims to praise islam URL #bansharia URL
FALSE,6.12E+17,"after police arrested #dylannroof, they went and bought him burger king because he was hungry. #charlestonshooting URL"
FALSE,6.13E+17,police bought #dylannroof food from @burgerking after he was arrested for church shooting: URL URL
unverified,7.15E+17,how many more trump supporters will defect? an open letter to trump voters from his top strategist-turned-defector URL
non-rumor,6.93E+17,"a head-on collision with another planet may have created our moon, researchers say URL URL"
FALSE,6.59E+17,"#opkkk: #anonymous to reveal identities of 1,000 ku klux klan members URL URL"
FALSE,6.73E+17,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings)
FALSE,6.59E+17,fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL
TRUE,5.54E+17,several hostages freed at jewish supermarket in paris. photo thomas samson #afp URL
TRUE,5.25E+17,our thoughts and prayers go out to nathan cirillo who died today in ottawa while protecting his country at age 24 URL
FALSE,6.69E+17,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
unverified,6.52E+17,survey: 1 in 3 vegetarians admits to eating meat when drunk... URL
non-rumor,6.93E+17,a tiny alpine town in northern italy just welcomed its first baby in 28 years 🍼👶 URL URL
unverified,7.47E+17,"nyc pride parade after orlando: “republican hate kills"" no. the orlando shooter was a muslim democrat. URL"
unverified,7.56E+17,"colombus, ohio police officer served sandwich with shards of glass. URL"
unverified,7.29E+17,breaking: tom brady set to share sports illustrated cover with caitlyn jenner.... URL
TRUE,5.53E+17,"developing: police pursuing #charliehebdo shooting suspects, helicopters deployed - live feed: URL URL"
unverified,7.49E+17,"after the orlando shooting this is how they protest, and the shooter was a registered democrat... URL"
non-rumor,6.88E+17,jakarta attacks: #kamitidaktakut hashtag shows indonesians are not afraid URL
unverified,7.25E+17,boycott the hell out of target. they think it's ok that boys pee with girls so let's hit em where it hurts - money. URL
unverified,7.28E+17,caitlyn jenner will pose nude on the sports illustrated cover. nothing says sexy like a 66 year old chick with balls.
TRUE,5.00E+17,"oh. so now the #ferguson police chief says the cop didn't know about the robbery when he stopped #mikebrown. the kid was ""jaywalking""? bs!"
unverified,7.24E+17,"340,000 pledge to boycott @target over transgender bathroom policy URL URL"
FALSE,6.59E+17,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
unverified,7.28E+17,caitlyn jenner will pose nude on the sports illustrated cover. her balls will be censored by a sad michael jordan face.
FALSE,6.51E+17,"help the red cross provide food, water & cots for refugees across europe. URL   #aidrefugees URL"
FALSE,6.35E+17,marilyn monroe and james dean smoking in new york city URL
TRUE,5.44E+17,"hostage situation erupts in sydney cafe, australian prime minister says it may be ""politically motivated"" URL"
non-rumor,6.94E+17,looking at eddie redmayne looking at alicia vikander is making us all kinds of emotional. #sagawards URL
FALSE,6.67E+17,but democrats say that syrian refugees are 3 year-old orphans. so why are they worried about them buying guns?
non-rumor,6.93E+17,the @who predicts 3 to 4 million cases of #zikavirus that is spreading through americas URL
non-rumor,6.92E+17,an attack on any faith is an attack on all our faiths. —@potus at @israelinusa
non-rumor,6.90E+17,"13 questions with @madisonbeer, the 16-year-old singer @justinbieber discovered on youtube: URL URL"
TRUE,5.54E+17,update - afp: an unnamed police source says the killing of the policewoman in #paris on thursday is linked to the #charliehebdo attack
TRUE,5.45E+17,#breaking: police have confirmed that the #sydneysiege is over. #9news
FALSE,6.57E+17,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
unverified,6.64E+17,"as you ignore the cold homeless guy sitting outside starbucks, please be sure to complain about the 'non-christian' red cup of $5 coffee."
FALSE,6.75E+17,"after mass shootings, obama seeks to expand background checks for gun sales by executive order to bypass congress URL"
FALSE,6.38E+17,"obese woman arrested for starving her 7 kids: ""there was only enough food for me"" URL URL"
unverified,7.28E+17,clinton campaign made payments to hard drive destruction company 🤔 destruction of 14 hard drives @hillaryclinton ⁉️ URL
non-rumor,7.23E+17,pop legend prince has died at 57: URL URL
TRUE,6.41E+17,"judy carne, ‘sock it to me girl’ on ‘laugh-in,’ dies at 76 URL"
FALSE,6.49E+17,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
non-rumor,6.93E+17,paul kantner was jefferson airplane's conceptual heart. here are 12 essential songs URL URL
unverified,7.53E+17,homicide is among the top five causes of death in adolescents URL #endviolence URL
unverified,7.79E+17,massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling… URL
unverified,7.16E+17,"it's official, @berniesanders actually won nevada today. came down to 2 factors. 1. enthusiasm 2. organization URL"
FALSE,6.38E+17,woman stabs boyfriend for not liking instagram selfie fast enough URL URL
TRUE,4.98E+17,witness: police allegedly stopped mike brown after yelling at him to walk on sidewalk. #ferguson URL
FALSE,6.41E+17,translucent butterfly - beautiful! URL
FALSE,6.36E+17,'great pacific garbage patch' researchers return with data URL URL
unverified,6.52E+17,a third of 'vegetarians' eat meat when drunk on a night out URL URL
FALSE,6.27E+17,did a real life 'fallen angel' just fall from the sky in london? ‼️‼️ 👉 URL 👈 URL
non-rumor,6.93E+17,merkel says refugees must return home once war is over URL
FALSE,6.27E+17,this is how people in china are riding escalators after a horrific accident URL URL
FALSE,6.76E+17,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
unverified,7.15E+17,"just in: donald trump tells @msnbc: ""there has to be some form of punishment"" for abortion URL"
non-rumor,6.91E+17,"google agrees to pay £130m in back taxes after ""open audit"" of its accounts by uk tax authorities URL"
unverified,7.02E+17,"no, the polling doesn't prove bernie sanders won the hispanic vote in nevada URL"
TRUE,6.24E+17,obama; - hours to light up white house in rainbow colors for gay marriage. - 5 days to lower flag for dead marines. URL
FALSE,6.29E+17,a russian laboratory has invented a way to remove the black skin layer of black people URL
non-rumor,6.94E+17,trump hopes for reversal on same-sex-marriage URL | ap photo URL
FALSE,6.66E+17,remember: steve jobs' biological father was a syrian migrant. URL (photo: ap) URL
FALSE,6.42E+17,the stickers on fruit are edible.
non-rumor,6.83E+17,underrated person of the year 2015 candidate—the prime minister of singapore URL URL
FALSE,6.60E+17,calling #anonymous collective to fire at all #kkk & affiliated sources on nov 16. URL #opkkk #hoodsoff retweet/share
FALSE,6.56E+17,"no, internet, cnn did not delete its poll showing bernie sanders won the democratic debate. URL URL"
unverified,7.27E+17,"we should pick a company a month. 1.1 million families join afa’s target boycott, stock takes $2.5 billion hit - URL"
FALSE,6.47E+17,alert: don't fall for this new facebook scam URL URL
unverified,7.24E+17,niagara falls turned purple on the day prince died: URL URL
TRUE,6.15E+17,photo: white house lit in rainbow colors after high court's gay marriage ruling URL URL
FALSE,6.57E+17,great scott! #backtothefuture 2 (almost) nailed its 2015 predictions. @hplabs makes theirs: URL URL
FALSE,6.47E+17,"new cnn/wmur nh democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2 sept. 17-23, 314 d voters, +/-5.5%"
FALSE,6.61E+17,anonymous #opkkk the hoods come off begins with united states senators & mayors URL #hoodsoff URL
non-rumor,6.91E+17,update: canada's prime minister @justintrudeau says five people are dead in school shooting URL URL
FALSE,6.65E+17,"first load of 10,000 syrian refugees has arrived in new orleans, being resettled unbeknownst to locals #tcot URL"
FALSE,6.13E+17,cops who arrested dylann roof treated him to a burger king URL URL
FALSE,6.76E+17,"months ago, rupert murdoch bought national geographic and fired most of writers. this just hit the stands. URL"
FALSE,6.65E+17,"today first load of obama's 10,000 syrian “refugees” has arrived in new orleans – all single males 18-30 years old URL"
non-rumor,7.67E+17,judge: hillary clinton must respond under oath to questions from conservative legal watchdog URL URL
FALSE,6.13E+17,this dad loved his family so much he got eye enlargement surgery so he could look at them more URL URL
non-rumor,6.89E+17,"china's economy grew by 6.9% in 2015, marking its slowest growth in 25 years. URL"
FALSE,6.13E+17,first black female gop @repmialove returning donations from alleged white supremacist URL URL
TRUE,6.15E+17,the white house is glowing with pride URL | ap photo URL
TRUE,6.75E+17,america's first muslim female judge; carolyn walker-diallo. URL
unverified,7.41E+17,first female candidate for president was not @hillaryclinton it was victoria woodhull in 1872 #nhpolitics #tcot URL
non-rumor,6.91E+17,justin trudeau: i will raise my sons as feminists URL URL
TRUE,5.53E+17,#update three men including two brothers identified in france newspaper attack: source URL #jesuischarlie #charliehebdo
TRUE,6.50E+17,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL
FALSE,6.13E+17,breaking news campaign donations link top gop contenders to #dylannroof. #tedcruz returns $8k. URL URL
FALSE,6.37E+17,actor james earl jones is not dead: URL URL
FALSE,6.74E+17,"dearborn michigan, this morning. pro isis rally. spread the word, the fit is about to hit the shan here in the us. URL"
FALSE,6.57E+17,10 'back to the future' predictions that came true URL URL
FALSE,6.82E+17,"sorry, mark zuckerberg is not giving $4.5 billion to 1,000 random facebook users URL URL"
FALSE,6.48E+17,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
TRUE,5.25E+17,this afternoon we've lowered our flags to half mast in honour of the canadian reservist who lost his life in ottawa. URL
non-rumor,6.93E+17,"31 ""travel-associated"" cases of zika virus reported in 11 u.s. states + d.c. this year and last, cdc says. URL"
non-rumor,6.94E+17,".@tedcruz: ""bernie is a socialist and he admits it. hillary is a socialist and she pretends she's not."" URL"
unverified,7.67E+17,"donald trump goes to louisiana flooding site, spends a minute handing out play-doh, leaves URL #whereshillary"
unverified,6.53E+17,surprising number of vegetarians secretly eat meat URL URL
non-rumor,6.93E+17,let's not make the next two weeks about a 'black qb.' let's just talk about the greatness of this guy. -c. barkley URL
non-rumor,6.93E+17,renting vs. owning a home: a side-by-side comparison URL URL
unverified,7.03E+17,"kenny is considered the first tiger with down syndrome. at the age of nine, kenny died in 2008 of cancer. URL"
non-rumor,6.93E+17,"is the truth out there? 👽 in nod to @thexfiles, @cia releases hundreds of declassified docs URL URL"
unverified,6.56E+17,when refusing to pay the 5p bag charge backfires... URL
TRUE,5.53E+17,stills from eyewitness video show two #charliehebdo attackers wearing hoods & black clothing shoot a wounded man URL
TRUE,5.44E+17,"according to seven, this is a picture of the gunman URL"
unverified,7.26E+17,"target boycott crosses 1 million signers, stock sinks by $1.5 billion URL"
FALSE,6.77E+17,plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL
non-rumor,6.73E+17,"#onceuponatime's @colinodonoghue1: dark hook is like a ""pissed-off boyfriend"" URL @onceabc URL"
TRUE,6.50E+17,"pope francis’ meeting wasn’t an endorsement of kim davis, vatican says URL"
non-rumor,6.92E+17,"shooting reported at naval medical center san diego, according to the center's facebook page. URL"
unverified,7.25E+17,more than 700000 boycott target over transgender URL #lgbtq #tcot #bathroombill #pjnet URL
non-rumor,6.88E+17,"oscars 2016 host chris rock calls event ""white bet awards"" due to lack of diversity: URL URL"
FALSE,6.40E+17,"10,000 refugees expected in austria today, per the red cross. about 20 percent are sick or injured. URL"
unverified,7.49E+17,what's the no. 1 killer of americans? these rankings have changed little over the years URL URL
unverified,7.24E+17,"340,000 pledge to boycott target over transgender bathroom policy URL URL"
FALSE,6.41E+17,did you know that microsoft actually uses dog noses for thumbsticks on the gamecube controller? URL
FALSE,6.61E+17,'hoods off': anonymous announces operation to name kkk members URL #opkkk
FALSE,6.13E+17,cops rewarded dylann storm roof with burger king following his arrest for an act of domestic terrorism. URL
FALSE,6.72E+17,".@johnrlottjr:""the number of ppl killed by mass shootings during obama’s tenure is 424 casualties…paris this year alone has 508 casualties."""
TRUE,6.28E+17,whole foods' $6 asparagus water is just water with three stalks of asparagus in it URL URL
TRUE,5.25E+17,more shots fired just off parliament hill. police telling everyone to take cover.
FALSE,6.74E+17,"what? ""72 dhs employees found on terrorist watch list"" URL"
FALSE,6.74E+17,men from #pakistan security forces told reporters to stop probing #tashfeenmalik background or face arrest URL
FALSE,6.69E+17,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
FALSE,6.70E+17,farting does not burn 67 calories and is not a practical weight loss mechanism: URL URL
FALSE,6.77E+17,texas plumber sues car dealership after his truck winds up in isis video: URL URL
FALSE,6.13E+17,.@hillaryclinton not talking about ’92 clinton-gore confederate campaign button URL URL
unverified,7.01E+17,"sanders won 54% of the latino vote, according to the sample data, compared to clinton’s 43%. #nvcaucus URL"
TRUE,5.44E+17,full statement from pm abbott on #sydneysiege #martinplace #lindt. URL
FALSE,6.66E+17,"first 10,000 syrian refugees arrive in new orleans noticed there are no women or children @realdonaldtrump #tcot URL"
FALSE,6.41E+17,"happy ""$15 minimum wage"" labor day from mcdonalds URL"
non-rumor,6.83E+17,a clever marketing campaign by norwegian airlines. / via URL URL
TRUE,5.54E+17,police taking people out of #paris grocery where hostages were being held. URL
FALSE,6.34E+17,obese woman arrested for starving her 7 kids: “there was only enough food for me” URL URL
TRUE,5.44E+17,reports on @channeltennews #sydneysiege gunman wants #isil flag delivered to cafe and he also wants to speak to pm or people will be killed.
non-rumor,7.66E+17,u.s. justice department to end use of private prisons. URL
non-rumor,6.92E+17,29 times @msleamichele's instagram inspired us to live a healthier life: URL URL
TRUE,6.15E+17,"this is how the white house celebrated what obama called ""a victory for america."" #lovewins URL URL"
TRUE,5.54E+17,afp: suspected #charliehebdo gunmen have been killed
TRUE,5.53E+17,at least 12 dead in the paris shooting. updated story and background info: URL #charliehebdo URL
FALSE,6.73E+17,obama plans executive action on gun control; white house admits it will not prevent mass shootings URL
FALSE,6.05E+17,florida man sips bud light as he walks down street in only shirt and shoes; says he lost pants and underwear at beach URL
non-rumor,7.65E+17,people do not smile during a seizure while standing upright and then immediately launch into a coherent sentence. URL
FALSE,6.27E+17,this is how people in china are riding escalators after a horrific accident URL URL
FALSE,6.64E+17,people are enraged that starbucks' red cups aren't christmas-y enough URL URL
non-rumor,6.92E+17,and jake makes that one more for team kal-el... let us know which side you're on with '#empirebvs'. URL
FALSE,6.61E+17,breaking news here oooof #hoodsoff #opkkk #anonops #anonymous #anonfamily #kkk #racism URL
FALSE,6.34E+17,new seaworld show just elephant drowning in large tank of water with no explanation URL URL
TRUE,5.25E+17,breaking - shooting on parliament hill. rcmp have weapons drawn #cdnpoli URL
FALSE,6.65E+17,"ironic timing – today first load of 10,000 syrian “refugees” has arrived in new orleans –… URL URL"
FALSE,6.42E+17,".@berniesanders says @realdonaldtrump is ""using racism as a way to attract votes"" #bernieoncnn URL URL"
FALSE,6.27E+17,everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast URL
non-rumor,6.93E+17,"north korea 'planning some kind of rocket launch' us officials say, citing increased activity at test site URL"
TRUE,5.44E+17,flag in window of sydney lindt cafe not an isis flag. reads: ‘there is no god but allah and muhammad is the messenger of god’ (@liztilley84)
FALSE,6.64E+17,"donald trump defends christmas, says ""maybe we should boycott starbucks"" over new red cups: URL URL"
TRUE,5.44E+17,breaking: three hostages appear to have escaped the sydney cafe where a siege remains ongoing. URL #sydneyseige
non-rumor,6.94E+17,".@realbencarson: ""what good does it do a man to gain the whole world & to lose his soul?"" URL"
unverified,7.25E+17,"american family association gets 500,000 to sign petition boycotting target over its transgender bathroom policy URL"
unverified,7.59E+17,"1991, book written saying trump says ""laziness is a trait in all blacks"" URL URL"
TRUE,5.25E+17,"hero. @affanchowdhry: kevin vickers, head of security in parliament, being credited for taking down shooter #ottawa URL """
FALSE,6.73E+17,do these look like the faces of a homeless couple caught living in a walmart attic for over 2 years? URL
TRUE,5.25E+17,breaking: a source confirms to cp24 that the deceased soldier in ottawa is cpl. nathan cirillo. cirillo was a member of the hamilton argylls
unverified,7.24E+17,when your two favorite landmarks...go purple in honor of the world missing prince...beautiful: URL
FALSE,6.72E+17,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings)
FALSE,6.42E+17,poll: @hillaryclinton's lead over @berniesanders shrinks as her edge over gop vanishes URL URL
unverified,7.58E+17,tim kaine & his besties the muslim brotherhood URL #demsinphilly #dncconvention URL
unverified,7.16E+17,we officially won clark county (70% of the population of nevada) and washoe county +5/6 for @berniesanders -4 for hillary #bernietakesnevada
TRUE,6.15E+17,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL"
FALSE,6.43E+17,isis flag among refugees in germany fighting the police .. URL #norefugees #rebootliberty URL
FALSE,6.54E+17,today @cnn removed a debate poll where over 80% were for @berniesanders #demdebate #clintonnewsnetwork URL
non-rumor,6.93E+17,dewshine drink suspected in deaths of tennessee teens. URL
FALSE,6.61E+17,"►#anonymous operation #kkk ►ku klux klan, we never stopped watching you URL #opkkk #hoodsoff URL"
non-rumor,6.93E+17,end of the line for land rover defender as emission rules kill off iconic 4x4 URL #bbcgofigure URL
TRUE,5.45E+17,#breaking: at least two people have died following the #sydneysiege. 5 people are being treated by paramedics.
TRUE,6.15E+17,live from the white house...in rainbow colors. hundreds of people...hundreds URL
TRUE,6.16E+17,valerie jarrett organized white house rainbow lights URL URL
FALSE,6.45E+17,dna confirms hakeem from ‘empire’ is jay-z's biological son [read details👇👇👇👇👇🏾👇🏿 URL URL
non-rumor,6.94E+17,"body found in north carolina of virginia girl, 13, missing since wednesday. virginia tech student has been charged. URL"
TRUE,5.44E+17,several people being held hostage at a sydney cafe. australian tv showing people with hands up against a window: URL
FALSE,6.55E+17,poll: @hillaryclinton pulls even with @berniesanders in new hampshire after debate URL URL
unverified,7.43E+17,"so now we know, orlando shooter was a gay, muslim, registered democrat. no wonder liberals are trying to blame the gun. #orlandoshooting"
FALSE,6.58E+17,"the father of steve jobs, the founder of apple, was a refugee from syria URL URL"
TRUE,6.15E+17,the white house tonight is illuminated in rainbow colors to honor and celebrate marriage equality. bravo! URL
